nama,ulasan,label,sentiment,score
Aldi Ramadiansyah,Tempat wisata alam yang sangat2 bagus tapi sayang tidak dikelola dengan baik dari pihak terkait baik dari pemerintah dan dinas pariwisata daerah tersebut sehingga masih banyaknya pungli2 dari warga lokal yang tidak terkordinasi dan kesannya …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993923902511597}]",0.9993923902511597
rizki santoso,"Tempat asik, hati hati saat hujan, karena jalanan berbatu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7665067911148071}]",0.7665067911148071
dwi yuliantoro,"Prospek bagus untuk tempat pariwisata,, perlu dikembangkan lagi..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9086057543754578}]",0.9086057543754578
Saiful,"Jalan masuk lokasi terjal bebatuan,hati hati bawah mobil/motor",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9774426221847534}]",0.9774426221847534
lupita sari,"Bagus sihh view nya, tapi banyak banget bayar bayar di setiap tempat",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9940633177757263}]",0.9940633177757263
Wahyu Setyawan,"Pengalaman pertama kesana jalan banyak berdebu karna memang gunung kapur.
Pjalanan mnuju lokasi jalan kurang bagus tidak cocok utk mobil sedan, lbih baik pakai APV. Dan paling saya tdk suka terlalu banyak pungli disana..hampir saya …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9940581321716309}]",0.9940581321716309
Dadang Sudirman,Pas utk spot foto,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9937301874160767}]",0.9937301874160767
Arief Ardiyanto,"Tempat bagus,bagus buat foto2,tapi sayang, adanya pungli dari warga2 sekitar membuat saya merasa kecewa. Tiket masuk 20rb,dapat karcis. Di dalam saat memarkir mobil,didatangi orang,meminta uang parkir sebesar 20rb, saya minta karcis …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980339407920837}]",0.9980339407920837
Kumi Peski,"Spot utk foto lumayan bagus , saran yg ingin kesana yg bagus pagi atau sore krn kl siang cuaca panas",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977508187294006}]",0.9977508187294006
Devit Wahid Subekti,"Tempat wisata yang keren..
Tapi terlalu banyak pos pembayaran tiket",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9692949652671814}]",0.9692949652671814
STK BEE SPI ONLINE,Syangnya tidak terawat padhal bagus sekali,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997234046459198}]",0.997234046459198
Sindi Seviani,Bagus tp masih banyak pungli,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9817230105400085}]",0.9817230105400085
Fierna Tri Rachmadhevy,"Tempat nya gersang disini jd usahakan bawa masker, danau nya ternyata warna ijo bukan biruuu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993301630020142}]",0.9993301630020142
Sri Wahyuni,Wisata Bukit Jaddih di Bangkalan merupakan tempat penambangan batu kapur dan masih berfungsi di beberapa lokasi. …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6141777634620667}]",0.6141777634620667
Reni Yuniayati Sandra Boiyani,"Lebih baiknya Pergi waktu sore hari /pagi hari ,karena Siang panas bangat Dan berdebu juga ,
Tapi lumayan pemandangannya ,mantap",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989525079727173}]",0.9989525079727173
Arif C. Permana,Wisata alam yg bagus...cuma syg ketika kesana airnya lgi kering...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9953008890151978}]",0.9953008890151978
yudha setya,"Sebaiknya bawa kacamata hitam, guna mengurangi silau",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9743512868881226}]",0.9743512868881226
Ahmed Baidlowi,Semoga segera mendapat perhatiaan akses dan pelayanan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9720999002456665}]",0.9720999002456665
tyan yulistyawan,Hmm....cukup panas...tpi lmayan bagus..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998319149017334}]",0.9998319149017334
Kang Huda,"mantab sekali,,hanya saja wisata ini belum jadi,,mungkin 10 tahun lagi bukit ini akan menjadi bukit yg istimewa",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999125063419342}]",0.999125063419342
Putri Larasati Ayuningtias,Wisata paling dekat dengan jembatan suromadu,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.990044355392456}]",0.990044355392456
Supriyadi Jatirejo,"Bagus saya suka, cuma ases jl saja perlu diperbaiki",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996275901794434}]",0.9996275901794434
Diya Fitri,"Akses dari jalan raya utama cukup jauh, gang masuk belum aspal dan cukup goyang dombr*t. View bagus dan alami, cuma fasilitas umum masih kurang. Dan bisa dikatakan tidak murah. …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8815563321113586}]",0.8815563321113586
Nur Salim Rozak,Waaaah ini tempat bener bener bagus. Recom banget laah kalau lagi JJ ke madura.  Saran aja jangan pas ujan kalau kesana karena bakal beceek,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9920847415924072}]",0.9920847415924072
Arie Wirawan,"Airnya hijau lumut, bukan biru. Bnyk banget punglinya. Sampai tujuan hrs bayar pungli 3 kali. Dan danau kotor bnyk sampah.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979196190834045}]",0.9979196190834045
Silva Ardianti,"Tempatnya bagus instagramable banget,bisa juga untuk foto prewedd",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9464710354804993}]",0.9464710354804993
lakilaki laku,wisata yang unik dan tidak menguras kantong,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991266131401062}]",0.9991266131401062
Edwinda Mahendra,"tempatnya panas sekali, tapi pemandanganya indah",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998636245727539}]",0.9998636245727539
dauliyatu achsina,Bukit jaddih. Dua kali kesini pertama sekitar tahun 2012. Yang kedua 2019. Banyak yang berubah yang paling utama adalah bentuk garukan tambang. Tapi aku lebih suka yang ini. Saya kasi rating 5 kenapa. Karena bagus banget buat foto. Tapi ada …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.94972163438797}]",0.94972163438797
Ariza Prawira,"Pemandangan bagus, akses ga terawat",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9709678888320923}]",0.9709678888320923
bunda chaca 13 bahagia,"Pegunungan kapur yang sangat luas.
Masih aktif kegiatan penambangan nya. Untuk menuju ke lokasi disarankan datang dengan rombongan bagi pengendara kendaraan roda dua serta dengan pengawalan …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9796590805053711}]",0.9796590805053711
Nuhan Herling,"Tempat wisata yang bagus, perlu perhatian pemerintah biar makin cakep ini tempat",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991427659988403}]",0.9991427659988403
Muhammad Zaenuri,"Wisata alami, pemandangan yang berbeda dibanding dengan lain",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983325600624084}]",0.9983325600624084
Anita Novilia Damayanti,"Post: 24 Juli 2020
Tempatnya sih bagus adem sunyi tenang gt, spot fotonya juga kece. Tapi bayarnya itu dimana² baru masuk ditarik 10rb turun ke danau pote 1orang 5rb mau naik ke …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8569077849388123}]",0.8569077849388123
kholidatul khoiriyah,"Serasa lagi di bukit manaaa gitu. Hehe RT
Padahal di madura.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7840155363082886}]",0.7840155363082886
Amanda Sekar,"Tempat wisata yang lumayan menarik, dan cukup menantang karna perjalanan nya sudah lumayan penuh tantangan. Akses jalan bukan jalan besar tp jalan desa yang untuk lewat 2 kendaraan roda 4 berlainan jalur cukup sulit, di area wisata hanya …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9242767095565796}]",0.9242767095565796
Tama Uri Prabowo,"Untuk pemandangannya lumayan bagus. Seperti bukit-bukit yang dibelah. Sekilas mirip grand canyon. Hehe. Tapi ini bukit kapur.
Ada kolam renang. Ada danau airnya warna hijau. Di sini anda bisa naik ""getek"". …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.992363452911377}]",0.992363452911377
abid aqila,Lokasi bagus cuma belum ada tempat utk anak-anak..hanya berupa tebing,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9808916449546814}]",0.9808916449546814
Indra Susanto,Salah satu tempat yang wajib dikunjungi kalo ke Madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982773065567017}]",0.9982773065567017
mbak iga,"Bukit Jaddih adalah bukit kapur yang masih aktif penambangan kapurnya, terletak di madura, desa Jaddih Bangkalan. Wisata ini masih baru dan belum dikelola dengan baik. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991542100906372}]",0.9991542100906372
Sri Setyorini,Sudah ga seindah dulu. Tapi boleh lah kalau mau sekedar foto dengan latar bukit kapur.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980870485305786}]",0.9980870485305786
FunnyFanGirl Rosu,Bukit kapur ini masih dlm tahap pemahatan dan perluasan tambang...jadi harap hati2 karena banyak kendaraan besar di sekitar lokasi..juga masil belum di koordinir dg baik sbg tempat wisata..jadi utk masuk ke tempat ini ada 3x pembayaran... …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980918765068054}]",0.9980918765068054
AKHMAD YUSUF,Lumayan. Potensial tapi perlu perbaikan agar bisa jadi tempat wisata yang bagus.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9583032131195068}]",0.9583032131195068
Wahyu Pramusinto,"Tempat ini sulit dijangkau karena lokasinya yang jauh dari jalan utama.
Spot foto berupa gunung kapur yang dikeruk dan berlubang membentuk goa yang eksotis. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9918136596679688}]",0.9918136596679688
Ahmad Nazori,"Akses masuknya sempit, tambang batu kapur masih aktif, jadi jalan berdebu tebal.. Papan petunjuk lokasi resmi pemda belum ada, lokasi bagus, malah ada kolam renang sewa segala.. Buat selfie ok banget, warung warung kopi dan snack/buah lumayan banyak..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9953703284263611}]",0.9953703284263611
johand vahrudin,Suka sekali. Tmptnya indah. Kl ksni jgn lupa pke msker ya. Karena msih bnyak kgiatan jd nya berdebu.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9217230677604675}]",0.9217230677604675
Nurul Eliyanti,Tempat ini akan lebih baik kalau kondisi perjalanannya aman sejahtera tanpa khawatir kelangan. Hmm ~,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9939809441566467}]",0.9939809441566467
Tri Alin Arsalaan,"Tiket masuk kendaraan roda dua 10000 untuk roda empat 25000
Tiket masuk kolam renang untuk kendaraan roda 2 (yang airnya gak bersih) 25000 untuk roda 4 40000+ …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9922777414321899}]",0.9922777414321899
ADIS ADIS,Bagus untuk foto2. Panas bukan main,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998221218585968}]",0.998221218585968
arif mawan,"Musim kemarau sepi, view untuk danau terrible",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990257024765015}]",0.9990257024765015
nikmatul istikhomah,"Wisata alam grand canyon nya Indonesia. Tersedia parkir,cafe, warung kecil, kolam renang, kamar mandi dan lainnya..Namun sayang belum dibangun mushola, yang ada tempat lenggang dengan tikar seadanya numpang di lapak. Pengunjung bisa …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6355106830596924}]",0.6355106830596924
mahmud dede,"Tempatnya bagus, tapi panas banget gak bisa lama-lama, hehhe",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8655351400375366}]",0.8655351400375366
Fud4 M,"- Banyak Pungli, siap siap uang banyak aja
- Tempat wisatanya cuma danaunya, jadi nggak begitu luas, nggak sesuai ekspektasi …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993268251419067}]",0.9993268251419067
Jose Wu,"Pemandangan bukit kapur yg menawan, cmn panas nya luar biasa...",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999830961227417}]",0.999830961227417
Cimahi_SM Ekstra_Anggih SK._SM3,"Tempatnya dan pemandangannya bagus, kunjungannya menyenagkan. Ada danau juga yang indah",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998760223388672}]",0.9998760223388672
Manda Bikova sekar,"Tempat wisata yang seru, banyak spot selfie, ada banyak fasilitas dari makanan, souvenir, wisata air berupa perahu dayung. Sayang untuk fasilitas toilet masih kurang memadai, padahal biaya yang di minta dari pendatang cukup banyak. Mulai …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9962272644042969}]",0.9962272644042969
Rudy Prayitno (Rudy SP),Bukit Jaddih menawarkan pemandangan yang berbeda dengan bukit lain dengan warna dominan putih.  Kondisi bukit dalam proses penataan dan pembangunan secara perlahan dan pasti. Beberapa tempat terdapat alat berat. HTM untuk mobil saja 20.000 …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9678289294242859}]",0.9678289294242859
Ikmal Rofahaya M.,"Tempatnya sudah sangat bagus tinggal dikelola dengan baik dan rapih.
Tiket masuk bisa sampai 3x. Info dari warga yang membuka warung di lokasi dekat goa mengapa bisa 3x bayar karena ada 3 orang yang mengelola …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9809796214103699}]",0.9809796214103699
Edo Renaldi,"Bagus pemandangan dari atas, tapi semakin dikeruk semakin hilang keindahannya

Silau juga",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997089505195618}]",0.9997089505195618
Mas Resa,Wisata alam untuk mengisi liburan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993919134140015}]",0.9993919134140015
Nita Pietersz,"Panas ya gaes..
Bawa kacamata dan Topi..
Yg perawatan bisa pakai sunblock biar gak kaget.. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9664852619171143}]",0.9664852619171143
Wisnu A.W,"hal positif : bukit kapur buatan indah ada kolam renang, perahu dan berkuda. desain arsiteknya menarik . cocok untuk wisata keluarga.
hal perlu di perhatikan. aktifitas penambangan batu kapur banyak kendaraan …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990712404251099}]",0.9990712404251099
Sita Syahriski,"Pertama kali kesini, pas lagi musim kemarau panjang, jadi tempatnya kering gak ada air sama sekali. Saran saya semoga pihak pengelola menambah tempat sampah di sekitar tempat wisata, karena banyak sekali sampah berserakan yang mengurangi …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995319843292236}]",0.9995319843292236
dhimas chrisnata,sangat indah .. bila sudah ramai pasti juga bakal terawat lagi dan fasilitas akan lebih banyak lagi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996429681777954}]",0.9996429681777954
Widya Permata Sari,"Jalan menuju ke tempat ini kecil banget (cukup 1 mobil aja). Untuk menuju ke lokasi, ada sekitar 3 kali bayar uang masuk (ga lebih dari 20rb sih). …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9932671785354614}]",0.9932671785354614
Dodik Wazzt,Bagus Sekali Viewnya..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990056157112122}]",0.9990056157112122
Budi Suryawan,"Tempat cukup bersih dan menarik, tapi sayangnya kebanyakan pungutan masuk, pertama mau masuk lokasi dikenakan 20rb per kendaraan,lalu mau masuk parkir di tarik lagi pungutan 5rb per orang, karena kami ber 4 maka total biaya masuk nya 40rb",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9746934771537781}]",0.9746934771537781
Rohmatun Nazila,"Bagus..., tapi agak mendebarkan....
Tidak ada pagar pengaman untuk pengunjung yang berada di atas...",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977356195449829}]",0.9977356195449829
Ira Luvyra,Bukit Jaddih ini semacam bukit kapur yg masih terdapat penambangan aktif. Sepertinya belum dikelola secara resmi oleh Dinas Pariwisata setempat. Jadi masih banyak pungli. Dan keamanan belum terjamin. Jatuhnya bisa sangat mahal hanya untuk …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997584342956543}]",0.997584342956543
M Umar,"Sebenar nya bagus dibuat wisata keluarga atau wisatawan luar kota,, cuman sedikit kurang sentuhan, tata kelola dan pengelolaan,, jd terkesan tidak terurus..
Kayak wisata bukit jeddih perlu studi banding ke stigi yg berada di kawasan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996009469032288}]",0.9996009469032288
Kadek Mustiada,"Tempat yg eksostis sedang direncanak sebagai tempat wisata, kondisi jalan ke lokasi masih perlu perhatian pemda.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9941065311431885}]",0.9941065311431885
beruang sakti,"Bukit ini terbentuk karena aktifitas penambangan kapur pada sebuah bukit kapur yang terjadi puluhan tahun di tempat tersebut, sehingga terbentuklah sebuah panorama mempesona seperti saat ini. Penambangan masih berlangsung sampai sekarang, …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984250068664551}]",0.9984250068664551
ari wasesa,"Lokasi wisata yg tidak terkoordinir oleh pemerintah daerah, hingga untuk masuk ke lokasi banyak sekali pungutan pungutan liar yg akhirnya dapat mengurangi kunjungan wisata",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994229078292847}]",0.9994229078292847
Josz San,"Panaaasss 😉, makanan masih jarang, lokasi  untuk berkumpul pada titik2 tertentu seperti danau buatan nya sempit, penawar jasa di sana sangat ramah, arah dari lokasi menuju parkiran masih tidak terlalu aman untuk mobil, gak ada penunjuk …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9977491497993469}]",0.9977491497993469
Anjani Saraswati,bagus sih cuman sayang airnya skrg warnanya ijo wkwk beda sama foto2 yg digugel msh biru. terus banyak sampah juga... semoga kedepannya bisa lebih memperhatikan kebersihan baik pengelola dan pengunjung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8049131035804749}]",0.8049131035804749
mux mux,"Tempatnya bagus, tapi akses kesana jalannya perlu diperbaiki",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9902903437614441}]",0.9902903437614441
Quenyan Warrior,"Mengesankan, lebih bagus dibanding tebing breksi Yogjakarta.
Dana yang harus dikeluarkan, sbg berikut:
1. Ketika melewati jalan tujuan, akan ada kotak sumbangan sukarela. Beri …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7184149622917175}]",0.7184149622917175
Nedi Fadly,"Semoga dgn banyaknya yg berkomentar menjadikan wisata madura menjadi lbh baik serta penduduk lokalnya bertambah ramah tamah, *I LIKE MADURA*",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9461655020713806}]",0.9461655020713806
saiful bahri,Jalur gowes terdekat dari surabaya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8150528073310852}]",0.8150528073310852
Mas Tata,"Cuaca panas banget n berdebu, bukit ini sebenarnya bukit kapur yang dikelola oleh salah satu perusahaan, karena proses pengambilan yang sudah berbentuk kotak maka bukit ini seperti terpotong terkotak2, kendaraan bisa dibawa naik keatas …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990783929824829}]",0.9990783929824829
Mohamad Rosul,bukit jaddih seperti halnya padang pasir..hahahah,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9932558536529541}]",0.9932558536529541
Dwi Suharyanto,"Pemandangannya luar biasa bagus lahan luas ada kolam renang, danau, serta. Gua tetapi setiap masuk ke dalam danau, kolam renang itu bayar di jalan mau masuk aja bayar. Menurut saya itu pungli karena karcisnya gak ada stempel, lambang, atau …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.986984133720398}]",0.986984133720398
esa mariya ajikan,Panas n airnya sudah keruh,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9945723414421082}]",0.9945723414421082
L154 Yn,View nya bagus tapi panas bukit kapur.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984198808670044}]",0.9984198808670044
Masday Wulan,"Bukan hanya melihat pahatan kapur saja, kita juga bisa melihat bukit bukit yang hijau dan indah disekitar sana. Ditengah tengah bongkahan kapur tersebut terdapat seperti danau yang diberi nama aeng goweh pote. Mata air itu muncul dari …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989635944366455}]",0.9989635944366455
Fredrik Oktovanus Poerba,"Wisata bukit jaddih di socah madura,  pemandangan bukit kapurnya sangat indah,  utk berwisata kesini sebaiknya menyediakan topi atau payung jg memakai sepatu,  krn perlu berjalan kaki dg jalan yg naik turun.  Kiranya pemerintah lebih …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983084201812744}]",0.9983084201812744
Syefira Ramadhani,"Tempat wisata nya bagus, apalagi ada mata air nya. Semoga dikelola dengan baik terutama jalan akses ke tempat wisata bisa diperbaiki. Untuk fasilitas yang ada yaitu perahu sampan, kolam renang. Dan semoga nanti ada wisata balon udara kayak …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997782289981842}]",0.997782289981842
AP CO,"Bagus cuma dikit dikit bayar belok kiri bayar belok kanan bayar masuk sini bayar masuk sana bayar, total abis 60k",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9889174699783325}]",0.9889174699783325
achmad Burhanudin,Semakin hari semakin bagus... Hanya sayang pengelolaan retribusinya tidak jelas...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990319013595581}]",0.9990319013595581
Rendi S,"Panas,bawa payung dan masker ya...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9602659940719604}]",0.9602659940719604
G_Revitha Febrysanty H_317,"Salah satu wisata alam di Madura yang wajib dikunjungin, tempatnya keren.
Tetapi sayangnya banyak pungli, semoga kedepannya tidak banyak pungli dan lebih aman …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9783886075019836}]",0.9783886075019836
Dr.NinaNila Periodontist,"Panas sekali disini dan debu, jadi jangan lupa bawa topi dan kacamata, boleh juga pakai masker agar tidak menghirup debu. Merupakan tempat penambangan bukit kapur yang masih aktif. Bahkan hari liburpun kendaraan besar dan pekerja tambang …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9912950992584229}]",0.9912950992584229
Aaron Valentinus,"Jalan menuju bukit lumayan tidak rata, dan agak sempit, saat musim panas tidak terlalu rekomend karena panas dan debu tapi di dalem goa lumayan dingin, harga tiket masuk danau goa'pote Rp5.000 perorang, pemandangan nya juga unik instagramable, tapi saat saya datang danaunya sedang agak kering. Mantap bagus",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8804612755775452}]",0.8804612755775452
Ardiano Fauzy,"Pemandangan di bukit Jaddih sungguh luar biasa.  Bukit kapur ditambang, digali dan dibuka, menciptakan lansekap buatan yang cukup indah.  Ada bukit yang nampak memiliki pintu atau jendela.  Ada ruang terbuka yang memiliki kolam.  Ruang …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997459053993225}]",0.9997459053993225
Siswanto Jablud,"Sebetulnya potensial menjadi obyek wisata yg megah,  tapi saat ini minim pengelolaan dan jalan menuju ke lokasi sangat sempit dan rusak.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995608925819397}]",0.9995608925819397
Rocky Hermawan (Rocky),"Tempatnya sih bagus tapi tempatnya berdebu, lokasinya agak masuk dari jalan utama",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985017776489258}]",0.9985017776489258
Diary Denok,"Dari jembatan suramadu tidak jauh krg lebih 30menit sudah sampai.di tahun 2020 saya pergi lagi kesini.
Dan wkt itu danau kering karena musim hujan,masuk wisata dipalak 3x (pungutan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9090486168861389}]",0.9090486168861389
Dewi Rahmawati W.P.,"Dekat dari suramadu, sangat direkomendasikan untuk datang di pagi hari atau sore hari (karena panas), disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9915321469306946}]",0.9915321469306946
KARYA SEJATI,Manusia mencari uang ulet spt itu,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9771676659584045}]",0.9771676659584045
Dobel R,"Lumayan, pemandangannya bagus.
Tapi perlu hati-hati ke sini, jangan naik sepeda motor kecuali grup. Sangat tidak aman, bahkan pada siang hari. Bisa jadi wilayah ini terlalu dikuasai preman, …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8028683662414551}]",0.8028683662414551
INDAH WULANDARI,Sensasi tambang bukit kapur yg eksotis,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9868581295013428}]",0.9868581295013428
Mazaya Azkya Faradis,Wisata bukit Jaddhih adalah tempat wisata yang unik dan tidak biasa. Dikatakan tidak biasa karena memang bukan merupakan pegunungan pada umumnya. Kita bisa menikmati pemandangan yang luar biasa dati atas gunung gamping yang semakin terlihat …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963783621788025}]",0.9963783621788025
Nindya Prawita,Pemandangan bukit dengan tebing tebingnya lumayan bagus. Tapi harga restribusi masuk ke lokasi saya kira amat mahal dengan tanpa dukungan fasilitas yang memadai. Sebelum masuk lokasi ada penarikan restribusi kampung sebesar Rp. 2.000  untuk motor dan Rp. 5.000 untuk mobil. Masuk ke lokasi kolam dikenakan lagi restribusi Rp. 10.000.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982800483703613}]",0.9982800483703613
Zulfi Gunawan,"Akses jalan ga terlalu lebar, 2 mobil udah mepet. Kalo udah deket lokasi bakal ngebul debu dari batu gamping. Terakhir ke sana waktu 15 Juli 2018 dan masih ada renovasi untuk memperindah kawasan wisata dan melengkapi fasilitas yang dibutuhkan seperti lahan parkir dan jumlah warung jajanan.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.994576096534729}]",0.994576096534729
Reza Abraham,Tempat yang bagus buat foto,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998559951782227}]",0.9998559951782227
Jairus Robert,Tempat wisata yang cantik berupa danau dan gua batu kapur buatan manusia sisa dari proyek penambangan batu kapur. Perjalanan menuju lokasi cukup ekstrim sehingga butuh skil berkendara yang cukup baik. Tempatnya bagus untuk foto-foto. Harga tiket masuk 20ribu permobil dan 5ribu perorang.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963661432266235}]",0.9963661432266235
Indra Prasetyo,"Tempatnya keren,cocok buat hunting,apalagi pas cuaca cerah,pantulan cahaya matahari akan memantul dari bukit kapurnya sehingga ambil gambar dimanapun oke. Perlu bawa pelindung matahari aja karena saat cuaca terik akan terasa panas tetapi …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9894100427627563}]",0.9894100427627563
Pipik Kao Sino,Bagus buat foto tapi puaanass bgt.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968942403793335}]",0.9968942403793335
Chintya Febriyanti,Nice place dengan harga yg murah. Hati2 sama debunya ya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9881718754768372}]",0.9881718754768372
dwi yanto,Ya begitulah.. Soso..  Panas dan berdebu.   Yg bawa mobil siap2 nyuciin,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9956366419792175}]",0.9956366419792175
Mamalia Lia,"Tempat bagus dan indah, tp hawa nya panas kalau siang hari, kita hrs siap topi dan payung..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9896794557571411}]",0.9896794557571411
